budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
950000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.filmbreak.com/projects/banshee-chapter,207769,"[{""id"": 5498, ""name"": ""lsd""}, {""id"": 6086, ""name"": ""government""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10481, ""name"": ""tension""}, {""id"": 10561, ""name"": ""video camera""}, {""id"": 11494, ""name"": ""drug use""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 160025, ""name"": ""radio broadcast""}, {""id"": 197710, ""name"": ""mind bender""}, {""id"": 197711, ""name"": ""number stations""}, {""id"": 233167, ""name"": ""lovecraftian""}, {""id"": 237224, ""name"": ""mk ultra""}, {""id"": 237225, ""name"": ""experimental drug""}]",en,Banshee Chapter,"On the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, The Silence of The Lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. A fast-paced thriller blending fact and fiction, Banshee Chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the CIA.",7.310879,"[{""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Sunchaser Entertainment"", ""id"": 19600}, {""name"": ""Favorit Film"", ""id"": 19601}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-08-26,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The experiments are over, the terror has just begun...",Banshee Chapter,5.7,92
14600000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,137,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 901, ""name"": ""groundhog""}, {""id"": 902, ""name"": ""weather forecast""}, {""id"": 903, ""name"": ""telecaster""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 905, ""name"": ""alarm clock""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1521, ""name"": ""time warp""}, {""id"": 10854, ""name"": ""time loop""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 181324, ""name"": ""existentialism""}, {""id"": 220046, ""name"": ""groundhog day""}]",en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",52.744331,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-02-11,70906973,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2301
850000,"[{""id"": 35, ""name"": ""Comedy""}]",,84200,"[{""id"": 9964, ""name"": ""crude humor""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 155761, ""name"": ""phone sex""}, {""id"": 204950, ""name"": ""innuendo""}, {""id"": 220192, ""name"": ""dirty joke""}]",en,"For a Good Time, Call...","College ""frenemies"" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later.",14.238376,"[{""name"": ""AdScott Pictures"", ""id"": 52241}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-31,1243961,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lose your hang-ups. Find your calling.,"For a Good Time, Call...",5.8,110
0,"[{""id"": 35, ""name"": ""Comedy""}]",,85860,[],en,The FP,"Two rival gangs fight for control of Frazier Park -- a deadly arena in competitive dance-fight video game ""Beat-Beat Revolution.""",0.838957,"[{""name"": ""Drafthouse Films"", ""id"": 10485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-13,0,82.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An Ancient Game Becomes A Deadly Sport.,The FP,4.5,11
36000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.mgm.com/view/Movie/2387/Hot-T...,23048,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5455, ""name"": ""time machine""}, {""id"": 11792, ""name"": ""incest overtones""}, {""id"": 11830, ""name"": ""hot tub""}, {""id"": 11832, ""name"": ""peter pan syndrome""}, {""id"": 11833, ""name"": ""forty something""}, {""id"": 159558, ""name"": ""skiing""}]",en,Hot Tub Time Machine,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",33.926473,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""New Crime Productions"", ""id"": 12886}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-26,64572262,101.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Kick some past,Hot Tub Time Machine,6.0,894
31000000,"[{""id"": 35, ""name"": ""Comedy""}]",,296099,"[{""id"": 4944, ""name"": ""route 66""}, {""id"": 5522, ""name"": ""grand canyon""}, {""id"": 5543, ""name"": ""cow""}, {""id"": 6876, ""name"": ""vacation""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 156165, ""name"": ""trucker""}, {""id"": 156768, ""name"": ""roller coaster""}, {""id"": 158340, ""name"": ""theme park""}, {""id"": 195687, ""name"": ""airline pilot""}, {""id"": 220448, ""name"": ""bipolar disorder""}, {""id"": 228417, ""name"": ""plano texas""}]",en,Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",47.753598,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""David Dobkin Productions"", ""id"": 53060}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-28,104384188,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What could go wrong?,Vacation,6.2,1195
15000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.newline.com/properties/raiseyourvoice.html,14024,"[{""id"": 6027, ""name"": ""music""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 10228, ""name"": ""aspiring singer""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 163764, ""name"": ""death of brother""}, {""id"": 172291, ""name"": ""grieving""}, {""id"": 207739, ""name"": ""music school""}, {""id"": 218182, ""name"": ""overprotective father""}]",en,Raise Your Voice,"Raise Your Voice is a coming-of-age story centered around a small-town singer, brokenhearted by the death of her brother in a car crash, who had secretly submitted her for a summer session at a performing arts academy in Los Angeles. In the performing arts academy, she experiences a whole new way of life in the big city, far from the small town lifestyle she's used to.",10.9071,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""FilmEngine"", ""id"": 816}, {""name"": ""Brookwell-McNamara Entertainment"", ""id"": 3235}, {""name"": ""ChickFlick Productions"", ""id"": 15312}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-10,14867514,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Don't Hold Back ...Don't Give Up.,Raise Your Voice,6.0,211
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,228205,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 9082, ""name"": ""art student""}, {""id"": 155291, ""name"": ""cowboy""}, {""id"": 158591, ""name"": ""injury""}, {""id"": 190078, ""name"": ""bull riding""}, {""id"": 191100, ""name"": ""romantic drama""}, {""id"": 206298, ""name"": ""young adult""}]",en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,41.946523,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-09,63013281,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two couples. Two love stories. One epic tale.,The Longest Ride,7.3,1064
58000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/757/Goldeneye/,710,"[{""id"": 701, ""name"": ""cuba""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3531, ""name"": ""special car""}, {""id"": 3560, ""name"": ""cossack""}, {""id"": 3561, ""name"": ""electromagnetic pulse""}, {""id"": 3562, ""name"": ""time bomb""}, {""id"": 3563, ""name"": ""st. petersburg russia""}, {""id"": 3564, ""name"": ""ejection seat""}, {""id"": 193008, ""name"": ""red army""}]",en,GoldenEye,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,59.824565,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-16,352194034,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No limits. No fears. No substitutes.,GoldenEye,6.6,1174
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://wwws.warnerbros.co.uk/bodyoflies/,12113,"[{""id"": 321, ""name"": ""terror""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 6292, ""name"": ""jordan""}, {""id"": 9145, ""name"": ""dubai""}, {""id"": 9846, ""name"": ""intelligence agency""}, {""id"": 9849, ""name"": ""beating""}]",en,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",37.507136,"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-10-10,113280098,128.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Trust no one. Deceive everyone.,Body of Lies,6.5,895
22000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",,1642,"[{""id"": 1332, ""name"": ""cheating""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 10333, ""name"": ""stalking""}]",en,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",23.218144,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-28,110627965,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,5.6,354
