budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.theofficialjohncarpenter.com/escape-from-la/,10061,"[{""id"": 378, ""name"": ""prison""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 3521, ""name"": ""earthquake""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5034, ""name"": ""attempt to escape""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 217083, ""name"": ""reluctant hero""}]",en,Escape from L.A.,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",21.637234,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-09,42277365,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Snake Is Back.,Escape from L.A.,5.6,373
3000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.tsotsimovie.com/,868,"[{""id"": 100, ""name"": ""slum""}, {""id"": 1009, ""name"": ""baby""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 4339, ""name"": ""johannesburg""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 155238, ""name"": ""hijack""}]",af,Tsotsi,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",2.504169,"[{""name"": ""Movieworld Productions"", ""id"": 563}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""UK Film & TV Production Company"", ""id"": 565}, {""name"": ""National Film & Video Foundation of South Africa"", ""id"": 566}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2005-08-18,9879971,94.0,"[{""iso_639_1"": ""af"", ""name"": ""Afrikaans""}, {""iso_639_1"": ""xh"", ""name"": """"}, {""iso_639_1"": ""zu"", ""name"": ""isiZulu""}]",Released,In this world... Redemption comes just once.,Tsotsi,6.9,94
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,8850,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 3363, ""name"": ""hypnosis""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 155494, ""name"": ""radio series""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 190034, ""name"": ""the shadow""}]",en,The Shadow,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",8.178203,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-07-01,48063435,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Shadow Knows!,The Shadow,5.4,138
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,132316,"[{""id"": 10540, ""name"": ""bollywood""}, {""id"": 155651, ""name"": ""fall in love""}]",hi,Jab Tak Hai Jaan,"An ex-army man, leading a double life in London, must choose between his wife and muse.  Jab Tak Hai Jaan movie is a love triangle,and also marks the return of Yash Chopra as a director after eight years.  In Jab Tak Hai Jaan, Shahrukh Khan plays the character of Samar who is an angry, unforgiving, with loads of emotional baggage. His role will span two ages, one in his late twenties as a musician based in London and the other at an older age as an introverted, composed, dutiful army officer in Kashmir.  Katrina as Meera play as a seductress, an unattainable beauty. And Anushka as Akira who is 21 year old and works for Discovery Channel and makes documentaries.",5.900535,"[{""name"": ""Yash Raj Films"", ""id"": 1569}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2012-11-13,0,176.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,,Jab Tak Hai Jaan,7.3,66
66000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.foxmovies.com.au/entrapment,1844,"[{""id"": 212, ""name"": ""london england""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 1448, ""name"": ""distrust""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 14669, ""name"": ""older man younger woman relationship""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 156031, ""name"": ""art theft""}, {""id"": 159468, ""name"": ""millennium""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 169356, ""name"": ""gala""}, {""id"": 227432, ""name"": ""kuala lumpur malaysia""}]",en,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",25.877794,"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Regency Enterprises"", ""id"": 508}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-04-29,212404396,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The trap is set.,Entrapment,6.0,602
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,9513,"[{""id"": 212, ""name"": ""london england""}, {""id"": 977, ""name"": ""cat""}, {""id"": 2281, ""name"": ""mistake in person""}, {""id"": 2613, ""name"": ""luxury""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 177998, ""name"": ""nobility""}, {""id"": 195032, ""name"": ""garfield""}]",en,Garfield: A Tail of Two Kitties,"Garfield is back and this time Garfield and his canine sidekick Odie follows their owner, Jon Arbuckle, to England, the U.K. may never recover, as Garfield is mistaken for a look-alike, regal cat who has inherited a castle.",16.930969,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-15,141702264,78.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,The Ego has landed.,Garfield: A Tail of Two Kitties,5.1,464
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,29193,"[{""id"": 811, ""name"": ""dialogue""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 10183, ""name"": ""independent film""}]",en,The Spanish Prisoner,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,3.091077,"[{""name"": ""Jean Doumanian Productions"", ""id"": 16280}, {""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Magnolia Films"", ""id"": 65514}, {""name"": ""Jasmine Productions Inc."", ""id"": 65515}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-08,13835130,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's the oldest con in the book.,The Spanish Prisoner,7.1,73
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",http://www.soulsurferthemovie.com/,43959,"[{""id"": 271, ""name"": ""competition""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2988, ""name"": ""shark attack""}, {""id"": 5349, ""name"": ""surfing""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",19.234672,"[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Brookwell-McNamara Entertainment"", ""id"": 3235}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Affirm Films"", ""id"": 10156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-08,47088990,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,6.9,342
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.thepeacefulwarriormovie.com/,13689,[],en,Peaceful Warrior,A chance encounter with a stranger changes the life of a college gymnast.,8.326131,"[{""name"": ""Universal"", ""id"": 6292}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-30,0,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are no ordinary moments.,Peaceful Warrior,7.3,90
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,385636,"[{""id"": 445, ""name"": ""pornography""}, {""id"": 572, ""name"": ""sex""}, {""id"": 9673, ""name"": ""love""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 34079, ""name"": ""death""}]",sl,Julija in Alfa Romeo,"Tilen (18), an attractive high school student, swears to be faithful forever in the hope that his girlfriend will let him sleep with her. Suddenly, a sequence of tragic events turns his world upside down. He starts to believe he is under a spell which could put his life in jeopardy, which prevents him from having a relationship with Sara (18), his one true love. He finally succeeds to get his life back on the right track with the help of his best friend Zeljko, a mysterious fortune-teller, and the power of love.",0.061248,"[{""name"": ""Perfo Production"", ""id"": 34679}, {""name"": ""Televizija Slovenija"", ""id"": 48130}]","[{""iso_3166_1"": ""SI"", ""name"": ""Slovenia""}]",2015-09-17,0,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sl"", ""name"": ""Sloven\u0161\u010dina""}]",Released,,Juliet and Alfa Romeo,6.0,1
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,14033,"[{""id"": 3298, ""name"": ""hallucination""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 34079, ""name"": ""death""}, {""id"": 161240, ""name"": ""sole survivor""}]",en,Soul Survivors,"A female collage co-ed freshman who was involved in a fatal car crash discovers she may not have survived the tragedy after all when she becomes caught between the world of the living and the dead A sort of limbo state of being between both the real and the spirit worlds in which the ghosts of the afterlife want to collect her, or even worse, use her body in its transition state to enter our world",3.231848,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-06,0,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Soul Survivors,4.4,49
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.sonyclassics.com/pleasegive/,40247,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 242, ""name"": ""new york""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 33632, ""name"": ""apartment""}, {""id"": 187056, ""name"": ""woman director""}]",en,Please Give,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",5.325156,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Feelin' Guilty"", ""id"": 46402}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-22,0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Please Give,6.0,57
120000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.adogsbreakfastmovie.com/,18632,"[{""id"": 10183, ""name"": ""independent film""}]",en,A Dog's Breakfast,"If you've never been good at anything in your life, why would murder be any different? Patrick (David Hewlett) has always had a somewhat combative relationship with his little sister Marilyn (Kate Hewlett), but when she brings home her new sci-fi soap star fiancé Ryan (Paul McGillion), it's all out war. When Patrick fails to drive a wedge between the happy couple, he reaches for sharper instruments.",2.213889,"[{""name"": ""Kibble Productions"", ""id"": 61307}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2007-03-03,0,88.0,[],Released,Man's best friend makes the worst accomplice.,A Dog's Breakfast,5.9,24
