budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
3500000,"[{""id"": 35, ""name"": ""Comedy""}]",,813,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 1279, ""name"": ""medicine""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1757, ""name"": ""passenger""}, {""id"": 2007, ""name"": ""saxophone""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4544, ""name"": ""fear of flying""}, {""id"": 4545, ""name"": ""air controller""}, {""id"": 4547, ""name"": ""landing""}, {""id"": 4548, ""name"": ""autopilot""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15237, ""name"": ""alcohol abuse""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 236316, ""name"": ""anarchic comedy""}]",en,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",46.116885,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-07-02,83453539,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,7.1,1074
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.sonyclassics.com/wildgrass/,37842,"[{""id"": 9193, ""name"": ""whiskey""}, {""id"": 14629, ""name"": ""experimental film""}, {""id"": 15210, ""name"": ""wallet""}, {""id"": 155167, ""name"": ""cult director""}]",fr,Les herbes folles,"Marguerite loses her wallet, and it's found by Georges, a seemingly happy head of family. As he looks through the wallet and examines the photos of Marguerite, he finds he's fascinated with her and her life, and soon his curiosity about her becomes an obsession.",1.866443,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""F Comme Film"", ""id"": 11778}, {""name"": ""Cin\u00e9mage 3"", ""id"": 11944}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2009-05-20,0,104.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,Wild Grass,5.8,22
45000000,"[{""id"": 35, ""name"": ""Comedy""}]",,4257,"[{""id"": 3358, ""name"": ""haunted house""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 7023, ""name"": ""riesen-ipod""}]",en,Scary Movie 4,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",32.549282,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-13,178262620,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bury the grudge. Burn the village.  See the saw.,Scary Movie 4,5.3,750
70000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",http://www.entertheunderworld.com/,52520,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 9410, ""name"": ""hybrid""}, {""id"": 9668, ""name"": ""child vampire""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 176729, ""name"": ""lab experiment""}, {""id"": 180084, ""name"": ""werewolf child""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",58.401204,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sketch Films"", ""id"": 7738}, {""name"": ""UW4 Productions"", ""id"": 7740}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-19,160112671,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Vengeance Returns,Underworld: Awakening,6.1,1862
14500000,"[{""id"": 18, ""name"": ""Drama""}]",http://themoviefreedom.com/,288980,"[{""id"": 3799, ""name"": ""ship""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 14906, ""name"": ""slave""}]",en,Freedom,"Two men separated by 100 years are united in their search for freedom. In 1856 a slave, Samuel Woodward and his family, escape from the Monroe Plantation near Richmond, Virginia. A secret network of ordinary people known as the Underground Railroad guide the family on their journey north to Canada. They are relentlessly pursued by the notorious slave hunter Plimpton. Hunted like a dog and haunted by the unthinkable suffering he and his forbears have endured, Samuel is forced to decide between revenge or freedom. 100 years earlier in 1748, John Newton the Captain of a slave trader sails from Africa with a cargo of slaves, bound for America. On board is Samuel's great grandfather whose survival is tied to the fate of Captain Newton. The voyage changes Newton's life forever and he creates a legacy that will inspire Samuel and the lives of millions for generations to come.",4.389363,"[{""name"": ""Production One"", ""id"": 52859}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-21,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,John Newton's Amazing Grace,Freedom,5.8,9
5000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.godsnotdead.com/,347126,"[{""id"": 5950, ""name"": ""christian""}]",en,God's Not Dead 2,"When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.",6.96858,"[{""name"": ""Pure Flix Productions"", ""id"": 79986}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-01,23507567,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,God's Not Dead 2,5.7,72
14000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,12227,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 162726, ""name"": ""prospector""}, {""id"": 180808, ""name"": ""klondike""}, {""id"": 189390, ""name"": ""yukon""}, {""id"": 189391, ""name"": ""boy dog relationship""}, {""id"": 189392, ""name"": ""gold miner""}]",en,White Fang,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,13.13724,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}, {""name"": ""Hybrid Productions Inc."", ""id"": 12608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-01-18,34793160,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Where civilization ends, their journey begins.",White Fang,6.5,135
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,12079,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187514, ""name"": ""speed freak""}, {""id"": 187517, ""name"": ""junky cop""}, {""id"": 187518, ""name"": ""boy toy""}, {""id"": 187522, ""name"": ""porn magazine""}, {""id"": 187523, ""name"": ""dope selling""}, {""id"": 187524, ""name"": ""crank""}, {""id"": 187525, ""name"": ""handcuffed to a bed""}, {""id"": 187527, ""name"": ""cctv""}, {""id"": 187536, ""name"": ""veterinary clinic""}, {""id"": 187537, ""name"": ""needlepoint""}, {""id"": 187544, ""name"": ""needle""}, {""id"": 187547, ""name"": ""older woman younger woman relationship""}, {""id"": 187551, ""name"": ""telephone sex""}]",en,Spun,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",6.249262,"[{""name"": ""Muse Productions"", ""id"": 15231}, {""name"": ""Brink Films"", ""id"": 18811}, {""name"": ""Silver Nitrate"", ""id"": 23909}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-01,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The ultimate speed freak's tale.,Spun,6.6,132
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.drillbittaylor.com/,8457,"[{""id"": 378, ""name"": ""prison""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 966, ""name"": ""beach""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 4556, ""name"": ""protection""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7101, ""name"": ""substitute teacher""}, {""id"": 8039, ""name"": ""campus""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 12974, ""name"": ""principal""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 166287, ""name"": ""school bus""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 190116, ""name"": ""school life""}, {""id"": 193547, ""name"": ""teachers and students""}]",en,Drillbit Taylor,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash.",15.055732,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-03-20,0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You get what you pay for,Drillbit Taylor,5.5,275
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",,1958,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 515, ""name"": ""women""}, {""id"": 2123, ""name"": ""father murder""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 170652, ""name"": ""father figure""}, {""id"": 217324, ""name"": ""murder hunt""}]",fr,8 femmes,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",8.204829,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""Gimages 5"", ""id"": 818}, {""name"": ""Mars Films"", ""id"": 819}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2002-01-08,0,111.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Living in a house full of women can be murder.,8 Women,6.9,196
8000000,"[{""id"": 18, ""name"": ""Drama""}]",,374461,"[{""id"": 1650, ""name"": ""cook""}, {""id"": 6054, ""name"": ""friendship""}]",en,Mr. Church,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",7.828459,"[{""name"": ""Envision Media Arts"", ""id"": 19456}, {""name"": ""Cinelou Films"", ""id"": 39644}, {""name"": ""Shenghua Entertainment"", ""id"": 82598}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-09-16,0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He was the one person she could always count on.,Mr. Church,7.0,129
18000000,"[{""id"": 18, ""name"": ""Drama""}]",,68924,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}]",en,The Ice Storm,"In the weekend after thanksgiving 1973 the Hoods are skidding out of control. Benjamin Hood reels from drink to drink, trying not to think about his trouble at the office. His wife, Elena, is reading self help books and losing patience with her husband's lies. Their son, Paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. Young, budding nymphomaniac, Wendy Hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. Then an ice storm hits, the worst in a century.",14.916264,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-27,8038061,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"It was 1973, and the climate was changing.",The Ice Storm,6.9,176
115000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/monsters-inc,585,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 3256, ""name"": ""infant""}, {""id"": 6107, ""name"": ""energy supply""}, {""id"": 6129, ""name"": ""company""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 12011, ""name"": ""hijinks""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13124, ""name"": ""scream""}, {""id"": 167106, ""name"": ""conveyor belt""}, {""id"": 204006, ""name"": ""energy company""}, {""id"": 225061, ""name"": ""friend""}]",en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",106.815545,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-11-01,562816256,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,We Scare Because We Care.,"Monsters, Inc.",7.5,5996
